I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-18,-27,-9,22,-5,-18,-24,-27,-34,-19,-20,-22
-20,-30,-10,25,-5,-20,-24,-27,-35,-19,-21,-23
-18,-27,-9,22,-5,-18,-22,-26,-34,-18,-20,-21
-14,-23,-9,18,-3,-16,-22,-25,-33,-17,-20,-21
-12,-22,-10,17,-1,-16,-22,-25,-33,-17,-20,-21
-14,-22,-8,18,-3,-15,-22,-25,-33,-17,-20,-20
-17,-25,-8,21,-5,-17,-24,-26,-34,-18,-20,-21
-18,-25,-7,21,-6,-16,-24,-26,-33,-18,-21,-22
-15,-22,-7,18,-4,-15,-23,-24,-31,-17,-20,-20
-13,-20,-7,16,-3,-14,-23,-24,-31,-17,-19,-20
-16,-24,-8,20,-4,-16,-24,-25,-32,-18,-20,-22
-19,-27,-8,23,-6,-18,-24,-26,-34,-18,-20,-23
-18,-27,-9,22,-5,-18,-23,-26,-34,-18,-20,-23
-18,-27,-9,22,-5,-18,-22,-26,-34,-17,-19,-23
-22,-31,-9,26,-7,-20,-24,-27,-36,-19,-20,-25
-24,-33,-9,28,-8,-21,-25,-28,-37,-20,-21,-26
-23,-31,-8,27,-8,-20,-25,-27,-36,-21,-21,-25
-23,-28,-5,25,-9,-17,-25,-27,-36,-20,-21,-25
-21,-28,-7,24,-7,-18,-25,-27,-36,-20,-21,-25
-18,-28,-10,23,-4,-19,-27,-28,-36,-20,-21,-25
-16,-27,-11,21,-3,-19,-26,-28,-35,-19,-20,-24
-14,-25,-11,19,-2,-18,-24,-27,-34,-18,-19,-23
-11,-23,-12,17,0,-18,-23,-27,-33,-17,-19,-23
-14,-26,-12,20,-1,-19,-24,-28,-34,-18,-20,-24
-13,-25,-12,19,-1,-19,-23,-27,-34,-18,-20,-23
-12,-24,-12,18,0,-18,-23,-26,-33,-17,-19,-23
-14,-25,-11,19,-2,-18,-22,-25,-33,-17,-19,-23
-16,-26,-10,21,-3,-18,-22,-25,-33,-17,-19,-22
-14,-24,-10,19,-2,-17,-22,-24,-32,-17,-19,-22
-10,-20,-10,15,0,-15,-21,-23,-32,-16,-18,-21
-10,-20,-10,15,0,-15,-21,-23,-32,-16,-18,-21
-9,-20,-11,14,1,-16,-22,-23,-32,-16,-18,-22
-9,-21,-12,15,1,-17,-22,-24,-32,-16,-18,-22
-9,-20,-11,14,1,-16,-22,-23,-31,-16,-18,-22
-8,-18,-10,13,1,-14,-21,-22,-31,-15,-18,-21
-8,-17,-9,12,0,-13,-20,-22,-30,-15,-17,-20
-7,-15,-8,11,0,-12,-20,-22,-30,-14,-16,-19
-7,-14,-7,10,0,-11,-19,-22,-30,-14,-16,-19
-9,-16,-7,12,-1,-12,-20,-23,-30,-14,-16,-19
-11,-18,-7,14,-2,-13,-22,-25,-32,-15,-18,-21
-11,-18,-7,14,-2,-13,-22,-26,-33,-16,-18,-23
-10,-18,-8,14,-1,-13,-21,-25,-32,-15,-18,-23
-14,-22,-8,18,-3,-15,-21,-25,-32,-16,-18,-23
-18,-25,-7,21,-6,-16,-21,-25,-31,-15,-17,-22
-19,-25,-6,22,-7,-16,-20,-25,-30,-14,-17,-21
-17,-23,-6,20,-6,-15,-19,-25,-29,-13,-16,-20
-14,-19,-5,16,-5,-12,-18,-24,-28,-13,-15,-19
-14,-17,-3,15,-6,-10,-18,-23,-28,-12,-15,-19
-13,-13,0,13,-7,-7,-16,-21,-28,-11,-16,-19
-10,-8,2,9,-6,-3,-14,-19,-26,-10,-15,-17
-5,-3,2,4,-4,-1,-11,-17,-25,-8,-13,-16
-3,-1,2,2,-3,0,-8,-16,-24,-9,-12,-15
-5,-3,2,4,-4,-1,-7,-16,-24,-9,-11,-16
-10,-9,1,9,-6,-4,-7,-17,-24,-10,-13,-17
-14,-13,1,13,-8,-6,-7,-17,-25,-11,-14,-19
-14,-13,1,13,-8,-6,-6,-16,-24,-11,-14,-18
-15,-12,3,13,-9,-5,-5,-16,-24,-10,-15,-18
-13,-7,6,10,-10,-1,-4,-15,-25,-11,-15,-17
-13,-4,9,8,-11,2,-4,-15,-26,-11,-16,-17
-12,-2,10,7,-11,4,-5,-16,-28,-13,-16,-18
-11,1,12,5,-11,6,-7,-18,-29,-13,-15,-19
-11,3,14,4,-12,8,-9,-19,-29,-12,-14,-18
-10,6,16,2,-13,11,-10,-20,-28,-10,-12,-16
-8,7,15,0,-11,11,-12,-21,-27,-9,-12,-15
-8,4,12,2,-10,8,-16,-23,-28,-9,-13,-16
-9,2,11,3,-10,6,-20,-25,-29,-9,-15,-16
-10,0,10,5,-10,5,-23,-27,-30,-10,-15,-16
-12,0,12,6,-12,6,-25,-28,-31,-10,-15,-16
-14,-1,13,7,-14,6,-27,-30,-32,-11,-15,-15
-13,0,13,6,-13,6,-29,-32,-32,-11,-14,-15
-8,5,13,1,-10,9,-30,-33,-31,-10,-12,-14
-2,11,13,-4,-7,12,-30,-32,-30,-10,-10,-12
1,12,11,-6,-5,12,-30,-32,-30,-10,-9,-12
3,12,9,-7,-3,11,-31,-31,-31,-9,-7,-11
6,11,5,-8,1,8,-32,-30,-30,-7,-6,-10
8,10,2,-9,3,6,-34,-29,-29,-6,-5,-8
8,9,1,-8,4,5,-33,-28,-27,-4,-3,-6
6,7,1,-6,3,4,-32,-28,-26,-3,-3,-6
2,2,0,-2,1,1,-33,-28,-26,-3,-4,-7
1,0,-1,0,1,0,-32,-27,-25,-3,-5,-8
1,0,-1,0,1,0,-31,-26,-24,-2,-4,-8
-2,-4,-2,3,0,-3,-30,-25,-24,-3,-5,-9
-4,-5,-1,4,-2,-3,-29,-24,-23,-3,-4,-10
-5,-9,-4,7,-1,-7,-27,-23,-23,-3,-4,-10
-8,-14,-6,11,-1,-10,-27,-23,-24,-5,-5,-11
-10,-17,-7,13,-2,-12,-28,-24,-26,-7,-8,-13
-12,-19,-7,15,-3,-13,-27,-25,-27,-9,-10,-15
-12,-19,-7,15,-3,-13,-26,-25,-27,-10,-11,-16
-12,-20,-8,16,-2,-14,-26,-27,-29,-12,-13,-17
-13,-22,-9,17,-2,-16,-26,-28,-31,-15,-15,-19
-13,-21,-8,17,-3,-15,-26,-30,-32,-17,-16,-21
-10,-19,-9,14,-1,-14,-25,-30,-34,-18,-17,-22
-8,-18,-10,13,1,-14,-25,-31,-35,-19,-18,-23
-5,-17,-12,11,3,-15,-25,-31,-36,-19,-18,-23
-3,-16,-13,9,5,-15,-25,-30,-36,-18,-18,-22
-2,-16,-14,9,6,-15,-25,-30,-35,-17,-17,-22
-3,-18,-15,10,6,-17,-25,-31,-36,-17,-18,-22
-4,-20,-16,12,6,-18,-26,-31,-37,-18,-21,-23
-5,-21,-16,13,5,-19,-27,-31,-38,-18,-21,-24
-7,-22,-15,14,4,-19,-27,-31,-38,-19,-21,-25
-6,-21,-15,13,4,-18,-26,-30,-37,-19,-20,-24
-6,-20,-14,13,4,-17,-25,-30,-36,-19,-20,-24
-7,-20,-13,13,3,-17,-25,-31,-36,-19,-20,-24
-10,-23,-13,16,1,-18,-26,-32,-37,-20,-21,-25
-9,-24,-15,16,3,-20,-27,-33,-36,-20,-21,-25
-9,-24,-15,16,3,-20,-26,-32,-37,-20,-21,-25
-8,-24,-16,16,4,-20,-26,-32,-36,-19,-21,-24
-7,-23,-16,15,4,-20,-26,-32,-36,-19,-21,-24
-8,-24,-16,16,4,-20,-26,-32,-36,-20,-22,-25
-10,-25,-15,17,2,-20,-27,-32,-37,-21,-22,-25
-11,-26,-15,18,2,-21,-27,-32,-37,-22,-22,-26
-10,-26,-16,18,3,-21,-27,-31,-38,-22,-23,-27
-9,-24,-15,16,3,-20,-26,-30,-37,-21,-21,-27
-8,-24,-16,16,4,-20,-25,-30,-36,-21,-20,-26
-6,-22,-16,14,5,-19,-24,-30,-36,-20,-20,-25
-6,-21,-15,13,4,-18,-22,-29,-34,-19,-18,-23
-4,-19,-15,11,5,-17,-21,-28,-33,-18,-18,-22
-3,-19,-16,11,6,-18,-21,-29,-34,-19,-18,-23
-3,-18,-15,10,6,-17,-21,-28,-33,-18,-18,-23
-2,-18,-16,10,7,-17,-21,-27,-31,-16,-17,-22
-4,-20,-16,12,6,-18,-21,-26,-29,-14,-16,-22
-5,-22,-17,13,6,-20,-21,-24,-27,-12,-15,-21
-5,-22,-17,13,6,-20,-20,-21,-22,-8,-13,-19
-6,-21,-15,13,4,-18,-19,-17,-16,-4,-9,-17
-8,-20,-12,14,2,-16,-12,-7,-8,1,-6,-14
-7,-15,-8,11,0,-12,0,14,10,15,4,-5
-3,-3,0,3,-2,-2,14,40,36,38,22,10
0,8,8,-4,-4,8,25,59,60,64,44,29
4,24,20,-14,-8,22,37,72,85,98,72,53
10,42,32,-26,-11,37,47,84,116,139,107,83
17,67,50,-42,-16,59,54,96,152,187,146,115
26,96,70,-61,-22,83,49,104,189,236,189,152
38,126,88,-82,-25,107,33,105,224,287,235,192
50,152,102,-101,-26,127,9,97,251,332,276,229
59,167,108,-113,-24,138,-17,85,270,364,308,258
70,173,103,-121,-16,138,-44,74,283,384,328,276
81,175,94,-128,-6,135,-74,55,281,386,334,283
90,171,81,-130,5,126,-110,23,255,364,321,275
90,161,71,-125,10,116,-146,-23,197,308,283,247
81,147,66,-114,8,107,-179,-84,108,222,220,201
71,122,51,-96,10,87,-199,-137,21,136,154,149
64,90,26,-77,19,58,-208,-176,-47,67,100,104
55,58,3,-56,26,31,-209,-198,-97,13,56,66
43,29,-14,-36,29,8,-201,-206,-128,-26,20,33
32,9,-23,-20,28,-7,-187,-202,-142,-51,-5,8
25,-2,-27,-11,26,-14,-169,-189,-143,-65,-23,-10
15,-12,-27,-1,21,-19,-148,-169,-136,-68,-32,-22
7,-19,-26,6,16,-22,-126,-147,-122,-65,-35,-28
1,-24,-25,11,13,-24,-105,-123,-104,-58,-35,-30
0,-25,-25,12,12,-25,-85,-100,-87,-50,-33,-31
0,-25,-25,12,12,-25,-69,-81,-72,-43,-31,-31
-3,-25,-22,14,9,-24,-55,-65,-60,-38,-30,-31
-5,-23,-18,14,6,-21,-43,-52,-51,-33,-28,-30
-6,-22,-16,14,5,-19,-34,-40,-43,-30,-25,-28
-8,-22,-14,15,3,-18,-26,-32,-39,-27,-23,-26
-7,-18,-11,12,2,-15,-19,-26,-35,-24,-20,-25
-6,-15,-9,10,1,-12,-14,-23,-33,-22,-19,-23
-7,-15,-8,11,0,-12,-11,-21,-31,-21,-18,-23
-7,-16,-9,11,1,-13,-8,-17,-28,-18,-18,-23
-6,-13,-7,9,0,-10,-4,-14,-24,-16,-16,-22
-6,-13,-7,9,0,-10,-3,-11,-21,-15,-16,-22
-7,-15,-8,11,0,-12,-3,-10,-19,-15,-18,-22
-6,-16,-10,11,2,-13,-2,-8,-18,-15,-18,-22
-6,-17,-11,11,2,-14,-1,-5,-17,-15,-18,-22
-8,-18,-10,13,1,-14,0,-4,-17,-15,-18,-22
-8,-17,-9,12,0,-13,0,-4,-17,-15,-17,-22
-9,-17,-8,13,-1,-13,0,-3,-18,-15,-18,-23
-11,-16,-5,13,-3,-11,2,-2,-17,-14,-17,-23
-9,-14,-5,11,-2,-10,3,-1,-15,-13,-16,-22
-8,-10,-2,9,-3,-6,5,0,-13,-11,-15,-21
-5,-9,-4,7,-1,-7,7,1,-13,-10,-15,-20
-4,-11,-7,7,1,-9,7,2,-12,-9,-15,-20
-3,-11,-8,7,2,-10,9,4,-11,-8,-14,-20
-4,-13,-9,8,2,-11,10,5,-11,-8,-14,-20
-4,-14,-10,9,3,-12,10,6,-12,-8,-14,-20
-5,-15,-10,10,2,-13,9,6,-13,-8,-15,-21
-8,-17,-9,12,0,-13,8,5,-14,-9,-16,-22
-8,-17,-9,12,0,-13,7,5,-14,-9,-15,-22
-10,-17,-7,13,-2,-12,7,5,-13,-9,-15,-20
-9,-15,-6,12,-2,-11,7,6,-13,-9,-15,-19
-9,-14,-5,11,-2,-10,7,7,-12,-10,-16,-19
-9,-15,-6,12,-2,-11,7,7,-12,-11,-16,-19
-10,-18,-8,14,-1,-13,7,7,-12,-11,-17,-19
-11,-20,-9,15,-1,-15,7,7,-10,-10,-16,-19
-9,-17,-8,13,-1,-13,9,9,-8,-8,-14,-18
-6,-15,-9,10,1,-12,10,10,-7,-7,-13,-18
-5,-13,-8,9,1,-11,11,11,-7,-6,-12,-18
-5,-12,-7,8,1,-10,11,11,-7,-6,-12,-19
-5,-11,-6,8,0,-9,11,12,-7,-6,-12,-18
-6,-11,-5,8,-1,-8,11,12,-6,-6,-12,-18
-6,-12,-6,9,0,-9,11,13,-7,-6,-13,-19
-3,-9,-6,6,1,-8,12,15,-5,-5,-12,-18
-4,-8,-4,6,0,-6,12,17,-5,-5,-12,-18
-8,-12,-4,10,-2,-8,11,16,-5,-5,-13,-19
-9,-12,-3,10,-3,-8,11,18,-3,-5,-13,-19
-9,-12,-3,10,-3,-8,13,19,-3,-4,-12,-19
-10,-13,-3,11,-4,-8,14,19,-3,-5,-12,-20
-9,-11,-2,10,-4,-7,15,20,-2,-5,-12,-20
-7,-9,-2,8,-3,-6,16,20,-1,-4,-11,-19
-3,-8,-5,5,1,-7,16,20,-1,-4,-11,-19
-3,-11,-8,7,2,-10,14,19,-1,-4,-12,-20
-6,-14,-8,10,1,-11,14,18,-3,-4,-13,-20
-9,-16,-7,12,-1,-12,13,18,-3,-4,-13,-20
-12,-16,-4,14,-4,-10,13,19,-2,-2,-13,-19
-13,-16,-3,14,-5,-10,15,21,-1,-2,-12,-19
-18,-20,-2,19,-8,-11,14,21,-2,-3,-13,-19
-18,-20,-2,19,-8,-11,14,23,-1,-4,-13,-19
-15,-16,-1,15,-7,-9,15,25,0,-3,-11,-18
-12,-12,0,12,-6,-6,17,27,1,-3,-10,-17
-14,-15,-1,14,-7,-8,16,27,1,-3,-11,-18
-18,-20,-2,19,-8,-11,14,25,0,-5,-13,-20
-18,-19,-1,18,-9,-10,15,25,1,-4,-13,-20
-15,-16,-1,15,-7,-9,17,27,4,-2,-12,-19
-14,-15,-1,14,-7,-8,18,28,5,-1,-12,-19
-15,-18,-3,16,-6,-11,17,28,5,-2,-14,-20
-16,-18,-2,17,-7,-10,17,29,5,-2,-14,-20
-15,-16,-1,15,-7,-9,18,31,6,-2,-13,-19
-12,-14,-2,13,-5,-8,18,33,7,-1,-12,-17
-12,-13,-1,12,-6,-7,19,35,8,0,-11,-16
-13,-14,-1,13,-6,-8,19,36,8,0,-11,-17
-12,-16,-4,14,-4,-10,19,36,8,-1,-11,-17
-12,-16,-4,14,-4,-10,20,36,9,-1,-11,-18
-12,-17,-5,14,-4,-11,21,38,10,0,-11,-18
-12,-16,-4,14,-4,-10,22,39,11,0,-11,-19
-11,-14,-3,12,-4,-9,23,42,13,1,-10,-18
-11,-14,-3,12,-4,-9,24,45,14,2,-10,-17
-12,-14,-2,13,-5,-8,25,47,15,3,-10,-17
-13,-15,-2,14,-6,-9,24,48,15,3,-11,-17
-11,-14,-3,12,-4,-9,25,49,16,3,-10,-16
-11,-14,-3,12,-4,-9,25,51,17,4,-9,-15
-10,-12,-2,11,-4,-7,26,52,18,5,-8,-14
-9,-10,-1,9,-4,-6,27,54,20,6,-7,-13
-7,-8,-1,7,-3,-5,28,56,22,7,-5,-12
-5,-5,0,5,-3,-3,29,58,24,9,-4,-11
-3,-3,0,3,-2,-2,30,60,28,10,-2,-10
-1,0,1,0,-1,0,32,63,31,12,-1,-9
-3,-1,2,2,-3,0,34,66,32,13,-1,-9
-7,-6,1,6,-4,-3,34,67,33,13,-2,-9
-7,-7,0,7,-4,-4,35,69,34,13,-2,-9
-5,-5,0,5,-3,-3,36,72,36,15,0,-7
-5,-4,1,4,-3,-2,37,74,38,17,1,-7
-7,-6,1,6,-4,-3,36,75,40,17,2,-8
-8,-7,1,7,-5,-3,36,76,41,18,2,-8
-5,-3,2,4,-4,-1,38,81,45,21,4,-6
-4,-2,2,3,-3,0,39,84,48,23,5,-5
-5,-2,3,3,-4,0,40,86,50,25,5,-4
-5,-2,3,3,-4,0,41,88,53,25,6,-3
-6,-3,3,4,-5,0,41,90,55,27,6,-2
-8,-3,5,5,-7,1,41,92,57,28,7,-1
-8,-2,6,5,-7,2,42,95,59,29,9,0
-6,0,6,3,-6,3,42,98,61,31,11,0
-4,2,6,1,-5,4,44,101,64,33,13,2
-7,0,7,3,-7,3,43,103,65,33,12,2
-7,0,7,3,-7,3,43,105,67,34,13,2
-6,1,7,2,-6,4,42,108,70,36,13,3
-2,4,6,-1,-4,5,44,112,75,40,16,5
0,8,8,-4,-4,8,46,115,79,42,18,7
-1,8,9,-3,-5,8,47,117,81,44,19,8
-1,9,10,-4,-5,9,47,119,84,46,22,10
1,13,12,-7,-5,13,49,122,88,49,26,12
2,14,12,-8,-5,13,51,124,91,51,28,13
1,11,10,-6,-4,11,50,125,92,51,29,13
0,10,10,-5,-5,10,49,127,93,51,29,14
0,8,8,-4,-4,8,48,128,94,52,30,15
0,9,9,-4,-4,9,48,129,96,54,30,16
5,13,8,-9,-1,11,49,132,99,58,32,18
8,18,10,-13,-1,14,50,134,102,61,34,20
8,21,13,-14,-2,17,50,135,104,63,34,21
7,22,15,-14,-4,19,50,136,105,64,35,21
6,22,16,-14,-5,19,50,136,106,65,36,22
6,23,17,-14,-5,20,49,136,108,66,37,23
5,21,16,-13,-5,19,48,136,108,66,38,24
4,21,17,-12,-6,19,47,135,109,67,39,25
6,22,16,-14,-5,19,46,135,110,68,41,26
11,26,15,-18,-2,21,46,135,110,69,42,27
16,32,16,-24,0,24,46,135,112,71,43,28
18,37,19,-27,0,28,46,134,112,72,44,30
13,32,19,-22,-3,26,43,130,109,70,42,28
6,27,21,-16,-7,24,39,125,106,68,39,26
2,24,22,-13,-10,23,37,121,104,68,39,26
1,23,22,-12,-10,23,34,117,101,67,38,26
3,25,22,-14,-9,24,33,114,101,68,39,26
5,26,21,-15,-8,24,31,111,99,68,40,27
7,27,20,-17,-6,24,30,107,96,68,40,26
9,31,22,-20,-6,27,29,103,94,67,40,27
8,30,22,-19,-7,26,26,97,89,65,38,25
5,26,21,-15,-8,24,23,90,83,61,36,24
4,25,21,-14,-8,23,19,83,78,58,34,23
4,25,21,-14,-8,23,16,77,74,56,34,23
5,26,21,-15,-8,24,15,72,70,54,33,23
5,25,20,-15,-7,23,13,67,65,51,32,22
5,25,20,-15,-7,23,11,63,61,49,30,20
4,24,20,-14,-8,22,8,57,55,46,27,18
5,24,19,-14,-7,22,6,52,51,44,25,16
4,22,18,-13,-7,20,4,47,46,42,24,15
3,20,17,-11,-7,19,3,43,41,39,23,14
3,20,17,-11,-7,19,2,39,36,36,22,13
3,18,15,-10,-6,17,1,34,32,33,20,12
0,13,13,-6,-6,13,0,28,26,29,17,9
0,11,11,-5,-5,11,-2,23,21,25,14,7
3,13,10,-8,-3,12,-2,20,18,23,13,6
5,13,8,-9,-1,11,-3,16,15,20,11,4
5,12,7,-8,-1,10,-4,13,11,18,8,2
0,8,8,-4,-4,8,-5,9,7,15,6,0
-4,4,8,0,-6,6,-7,6,3,12,4,-2
-6,1,7,2,-6,4,-7,3,0,9,1,-4
-9,-3,6,6,-8,1,-8,1,-3,5,0,-5
-8,-3,5,5,-7,1,-8,0,-5,3,-2,-6
-4,0,4,2,-4,2,-8,0,-6,3,-4,-7
-2,0,2,1,-2,1,-9,-3,-9,1,-6,-9
-4,-4,0,4,-2,-2,-10,-6,-11,0,-8,-12
-4,-6,-2,5,-1,-4,-11,-8,-13,-2,-10,-14
-3,-6,-3,4,0,-5,-10,-8,-14,-3,-10,-13
-3,-6,-3,4,0,-5,-10,-9,-15,-4,-10,-13
-3,-7,-4,5,0,-6,-9,-10,-16,-6,-11,-14
-5,-9,-4,7,-1,-7,-8,-9,-17,-6,-12,-14
-9,-13,-4,11,-3,-9,-9,-12,-20,-8,-14,-15
-12,-17,-5,14,-4,-11,-9,-13,-22,-10,-16,-17
-9,-15,-6,12,-2,-11,-9,-13,-22,-10,-16,-18
-8,-15,-7,11,-1,-11,-11,-15,-24,-11,-17,-20
-7,-15,-8,11,0,-12,-13,-16,-25,-11,-18,-21
-6,-13,-7,9,0,-10,-11,-15,-24,-11,-17,-20
-6,-11,-5,8,-1,-8,-10,-15,-24,-11,-17,-20
-7,-11,-4,9,-2,-8,-10,-15,-24,-12,-17,-20
-9,-13,-4,11,-3,-9,-10,-16,-26,-15,-18,-20
-9,-14,-5,11,-2,-10,-9,-16,-26,-15,-19,-20
-5,-12,-7,8,1,-10,-9,-15,-27,-16,-19,-20
-4,-12,-8,8,2,-10,-10,-16,-27,-16,-20,-21
-4,-12,-8,8,2,-10,-11,-16,-27,-16,-21,-22
-6,-14,-8,10,1,-11,-12,-16,-27,-17,-22,-23
-11,-17,-6,14,-3,-12,-13,-17,-27,-17,-23,-24
-13,-18,-5,15,-4,-12,-13,-17,-27,-18,-23,-24
-13,-17,-4,15,-5,-11,-13,-17,-27,-18,-23,-24
-13,-17,-4,15,-5,-11,-12,-17,-27,-19,-23,-24
-14,-18,-4,16,-5,-11,-12,-16,-28,-19,-22,-24
-14,-19,-5,16,-5,-12,-12,-16,-28,-18,-22,-24
-13,-20,-7,16,-3,-14,-11,-15,-27,-18,-23,-24
-8,-18,-10,13,1,-14,-10,-14,-26,-17,-22,-23
-4,-14,-10,9,3,-12,-9,-13,-25,-16,-22,-22
-2,-14,-12,8,5,-13,-10,-13,-26,-17,-23,-22
-6,-16,-10,11,2,-13,-10,-14,-27,-18,-24,-23
-8,-16,-8,12,0,-12,-9,-14,-28,-19,-24,-23
-9,-15,-6,12,-2,-11,-9,-14,-27,-19,-23,-23
-10,-15,-5,12,-3,-10,-9,-14,-27,-19,-23,-23
-14,-18,-4,16,-5,-11,-10,-15,-28,-20,-24,-23
-15,-21,-6,18,-5,-14,-11,-17,-29,-21,-26,-24
-12,-21,-9,16,-2,-15,-10,-15,-28,-19,-25,-24
-8,-18,-10,13,1,-14,-9,-15,-28,-19,-25,-24
-7,-17,-10,12,1,-14,-10,-15,-28,-20,-26,-24
-8,-18,-10,13,1,-14,-10,-15,-29,-22,-27,-25
-10,-19,-9,14,-1,-14,-10,-15,-30,-23,-28,-26
-13,-19,-6,16,-4,-13,-9,-15,-30,-24,-28,-27
-14,-17,-3,15,-6,-10,-9,-15,-31,-23,-28,-27
-16,-16,0,16,-8,-8,-9,-15,-31,-24,-28,-27
-14,-14,0,14,-7,-7,-8,-14,-30,-22,-27,-26
-12,-13,-1,12,-6,-7,-8,-14,-29,-22,-27,-26
-14,-18,-4,16,-5,-11,-9,-15,-30,-23,-28,-27
-16,-20,-4,18,-6,-12,-11,-16,-32,-24,-29,-28
-14,-21,-7,17,-4,-14,-10,-16,-33,-25,-30,-29
-10,-19,-9,14,-1,-14,-9,-15,-33,-26,-29,-28
-10,-17,-7,13,-2,-12,-9,-15,-33,-26,-29,-28
-8,-13,-5,10,-2,-9,-8,-14,-33,-26,-28,-27
-8,-12,-4,10,-2,-8,-8,-14,-33,-26,-28,-27
-10,-13,-3,11,-4,-8,-8,-15,-33,-25,-29,-27
-13,-15,-2,14,-6,-9,-8,-15,-34,-25,-29,-27
-15,-18,-3,16,-6,-11,-9,-16,-34,-25,-29,-27
-16,-19,-3,17,-7,-11,-9,-17,-33,-24,-29,-27
-18,-21,-3,19,-8,-12,-9,-17,-33,-24,-29,-27
-18,-23,-5,20,-7,-14,-9,-17,-33,-24,-29,-27
-15,-20,-5,17,-5,-13,-8,-16,-33,-24,-28,-27
-12,-16,-4,14,-4,-10,-8,-15,-32,-23,-27,-26
-10,-12,-2,11,-4,-7,-8,-15,-32,-23,-27,-25
-9,-10,-1,9,-4,-6,-8,-16,-33,-23,-27,-24
-9,-9,0,9,-5,-5,-8,-16,-33,-23,-26,-24
-10,-9,1,9,-6,-4,-9,-16,-32,-23,-25,-24
-12,-10,2,11,-7,-4,-9,-16,-32,-23,-25,-22
-12,-10,2,11,-7,-4,-9,-15,-31,-21,-24,-21
-11,-10,1,10,-6,-5,-8,-14,-30,-20,-23,-21
-9,-10,-1,9,-4,-6,-8,-14,-30,-19,-23,-21
-9,-10,-1,9,-4,-6,-8,-14,-30,-20,-24,-22
-12,-14,-2,13,-5,-8,-10,-16,-32,-22,-26,-24
-13,-14,-1,13,-6,-8,-11,-17,-32,-22,-25,-23
-13,-14,-1,13,-6,-8,-11,-17,-32,-22,-24,-23
-13,-13,0,13,-7,-7,-12,-17,-33,-21,-24,-23
-13,-13,0,13,-7,-7,-11,-17,-33,-21,-24,-22
-12,-13,-1,12,-6,-7,-11,-18,-32,-20,-23,-22
-10,-11,-1,10,-5,-6,-10,-17,-31,-19,-22,-21
-9,-11,-2,10,-4,-7,-8,-17,-30,-18,-22,-20
-11,-12,-1,11,-5,-7,-8,-18,-30,-18,-22,-20
-12,-14,-2,13,-5,-8,-9,-18,-30,-18,-21,-20
-13,-13,0,13,-7,-7,-9,-17,-29,-17,-20,-19
-11,-11,0,11,-6,-6,-9,-16,-28,-16,-19,-18
-7,-9,-2,8,-3,-6,-9,-15,-27,-14,-18,-17
-9,-9,0,9,-5,-5,-9,-16,-27,-14,-18,-17
-11,-12,-1,11,-5,-7,-10,-17,-26,-15,-18,-17
-13,-12,1,12,-7,-6,-10,-16,-25,-14,-17,-16
-11,-11,0,11,-6,-6,-10,-16,-25,-13,-16,-16
-11,-11,0,11,-6,-6,-11,-17,-26,-14,-16,-16
-12,-13,-1,12,-6,-7,-13,-18,-27,-14,-17,-18
-12,-15,-3,13,-5,-9,-14,-19,-29,-15,-18,-19
-12,-16,-4,14,-4,-10,-15,-20,-30,-15,-18,-19
-13,-17,-4,15,-5,-11,-15,-19,-30,-16,-18,-19
-12,-16,-4,14,-4,-10,-15,-18,-29,-15,-19,-19
-10,-13,-3,11,-4,-8,-13,-16,-27,-14,-18,-18
-11,-13,-2,12,-5,-8,-12,-16,-27,-14,-18,-17
-12,-15,-3,13,-5,-9,-12,-17,-27,-14,-19,-17
-14,-16,-2,15,-6,-9,-13,-19,-28,-14,-19,-17
-13,-13,0,13,-7,-7,-12,-18,-27,-13,-18,-16
-7,-7,0,7,-4,-4,-11,-17,-26,-11,-16,-14
-2,-3,-1,2,-1,-2,-11,-17,-25,-11,-16,-14
0,-1,-1,0,0,-1,-11,-16,-25,-11,-15,-15
0,-3,-3,1,1,-3,-12,-16,-25,-11,-15,-16
-4,-7,-3,5,-1,-5,-14,-17,-25,-12,-16,-16
-9,-12,-3,10,-3,-8,-15,-19,-26,-13,-17,-17
-10,-13,-3,11,-4,-8,-14,-19,-25,-12,-16,-16
-7,-10,-3,8,-2,-7,-12,-18,-24,-10,-15,-14
-4,-6,-2,5,-1,-4,-11,-17,-23,-9,-14,-14
-4,-6,-2,5,-1,-4,-11,-18,-23,-10,-15,-13
-9,-13,-4,11,-3,-9,-13,-21,-26,-12,-17,-16
-14,-19,-5,16,-5,-12,-16,-24,-29,-14,-19,-18
-14,-20,-6,17,-4,-13,-16,-23,-30,-14,-19,-18
-11,-20,-9,15,-1,-15,-16,-23,-30,-14,-19,-18
-12,-21,-9,16,-2,-15,-17,-22,-30,-15,-19,-18
-14,-21,-7,17,-4,-14,-17,-22,-29,-15,-19,-18
-13,-19,-6,16,-4,-13,-17,-22,-29,-15,-19,-18
-14,-19,-5,16,-5,-12,-17,-23,-29,-15,-19,-18
-17,-20,-3,18,-7,-12,-18,-23,-30,-16,-20,-20
-14,-17,-3,15,-6,-10,-16,-22,-29,-14,-20,-19
-13,-16,-3,14,-5,-10,-15,-22,-29,-13,-20,-19
-12,-17,-5,14,-4,-11,-15,-22,-29,-13,-20,-18
-8,-15,-7,11,-1,-11,-14,-21,-28,-11,-19,-17
-5,-12,-7,8,1,-10,-13,-20,-27,-11,-18,-16
