I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-2,-12,-10,7,4,-11,-17,-25,-30,-15,-21,-15
-2,-11,-9,6,3,-10,-18,-25,-30,-15,-21,-14
-1,-10,-9,5,4,-10,-17,-24,-30,-13,-20,-12
0,-11,-11,5,5,-11,-17,-24,-29,-13,-20,-11
-4,-14,-10,9,3,-12,-17,-24,-29,-13,-19,-11
-5,-14,-9,9,2,-12,-17,-24,-28,-12,-19,-11
-5,-14,-9,9,2,-12,-17,-23,-27,-12,-18,-11
-4,-14,-10,9,3,-12,-16,-23,-27,-12,-18,-10
-2,-14,-12,8,5,-13,-16,-23,-27,-12,-18,-10
-1,-12,-11,6,5,-12,-16,-24,-27,-12,-18,-11
1,-10,-11,4,6,-10,-15,-24,-27,-11,-17,-10
4,-7,-11,1,7,-9,-14,-23,-26,-10,-16,-10
7,-4,-11,-1,9,-7,-14,-23,-26,-10,-15,-10
7,-5,-12,-1,9,-8,-14,-23,-27,-11,-16,-10
6,-5,-11,0,8,-8,-15,-23,-28,-12,-17,-11
5,-5,-10,0,7,-7,-15,-23,-28,-12,-17,-11
2,-9,-11,3,6,-10,-16,-23,-29,-13,-17,-11
2,-9,-11,3,6,-10,-16,-23,-28,-12,-17,-11
4,-8,-12,2,8,-10,-16,-23,-28,-12,-17,-11
2,-8,-10,3,6,-9,-16,-23,-28,-12,-17,-12
1,-10,-11,4,6,-10,-16,-23,-28,-12,-18,-13
0,-10,-10,5,5,-10,-16,-22,-27,-11,-17,-13
-1,-9,-8,5,3,-9,-16,-22,-28,-11,-17,-13
1,-7,-8,3,4,-7,-15,-20,-27,-10,-17,-12
2,-6,-8,2,5,-7,-15,-20,-26,-10,-17,-12
0,-9,-9,4,4,-9,-15,-20,-27,-11,-18,-13
-1,-11,-10,6,4,-11,-15,-21,-28,-13,-19,-13
0,-10,-10,5,5,-10,-15,-22,-28,-13,-19,-13
0,-11,-11,5,5,-11,-15,-22,-28,-14,-19,-14
-1,-12,-11,6,5,-12,-15,-21,-28,-13,-18,-13
-1,-11,-10,6,4,-11,-15,-21,-27,-11,-17,-12
-1,-10,-9,5,4,-10,-15,-21,-27,-11,-17,-12
-1,-9,-8,5,3,-9,-15,-22,-27,-11,-17,-11
0,-8,-8,4,4,-8,-16,-22,-27,-10,-17,-10
0,-10,-10,5,5,-10,-16,-22,-28,-11,-18,-10
1,-9,-10,4,5,-9,-15,-20,-27,-10,-17,-9
3,-9,-12,3,7,-10,-15,-20,-26,-10,-17,-9
2,-11,-13,4,7,-12,-16,-20,-27,-12,-17,-10
-1,-14,-13,7,6,-14,-16,-21,-27,-12,-18,-12
-4,-15,-11,9,3,-13,-16,-21,-27,-13,-19,-13
-7,-16,-9,11,1,-13,-17,-22,-27,-13,-19,-14
-9,-16,-7,12,-1,-12,-16,-22,-27,-12,-18,-14
-11,-17,-6,14,-3,-12,-16,-21,-27,-11,-17,-13
-12,-16,-4,14,-4,-10,-15,-20,-27,-11,-17,-13
-10,-15,-5,12,-3,-10,-14,-19,-27,-11,-17,-12
-9,-15,-6,12,-2,-11,-13,-19,-27,-11,-17,-12
-11,-17,-6,14,-3,-12,-13,-19,-28,-12,-17,-12
-10,-17,-7,13,-2,-12,-12,-19,-27,-11,-17,-12
-7,-12,-5,9,-1,-9,-11,-18,-25,-10,-16,-11
-5,-8,-3,6,-1,-6,-10,-18,-24,-9,-16,-10
-7,-7,0,7,-4,-4,-10,-19,-25,-9,-16,-10
-9,-9,0,9,-5,-5,-10,-19,-25,-9,-17,-11
-11,-11,0,11,-6,-6,-8,-18,-25,-9,-17,-11
-12,-13,-1,12,-6,-7,-7,-17,-24,-8,-17,-12
-13,-13,0,13,-7,-7,-5,-16,-24,-8,-17,-12
-15,-15,0,15,-8,-8,-5,-16,-24,-8,-17,-12
-16,-15,1,15,-9,-7,-4,-16,-24,-9,-17,-12
-16,-13,3,14,-10,-5,-3,-14,-24,-9,-16,-11
-15,-10,5,12,-10,-3,-2,-14,-23,-9,-16,-11
-13,-7,6,10,-10,-1,-2,-15,-24,-9,-16,-11
-13,-5,8,9,-11,1,-1,-15,-23,-9,-16,-11
-14,-5,9,9,-12,2,-3,-16,-24,-9,-15,-11
-12,-4,8,8,-10,2,-4,-17,-25,-8,-15,-11
-12,-4,8,8,-10,2,-6,-19,-26,-8,-15,-10
-13,-5,8,9,-11,1,-9,-21,-27,-9,-16,-11
-14,-5,9,9,-12,2,-12,-22,-28,-9,-16,-10
-14,-4,10,9,-12,3,-15,-23,-28,-9,-16,-9
-12,-2,10,7,-11,4,-18,-25,-29,-9,-16,-7
-10,0,10,5,-10,5,-21,-26,-30,-9,-15,-6
-9,1,10,4,-9,5,-23,-28,-30,-9,-14,-5
-14,-3,11,8,-13,4,-26,-31,-32,-10,-15,-6
-17,-6,11,11,-14,2,-28,-33,-32,-11,-15,-6
-14,-5,9,9,-12,2,-29,-32,-31,-9,-12,-4
-11,-2,9,6,-10,3,-30,-31,-30,-8,-11,-3
-9,-3,6,6,-8,1,-32,-31,-30,-8,-12,-4
-8,-5,3,6,-6,-1,-34,-32,-31,-8,-12,-3
-8,-7,1,7,-5,-3,-35,-32,-30,-7,-12,-3
-9,-9,0,9,-5,-5,-35,-32,-30,-7,-12,-3
-9,-10,-1,9,-4,-6,-34,-30,-29,-6,-11,-3
-10,-11,-1,10,-5,-6,-33,-29,-27,-5,-10,-2
-9,-13,-4,11,-3,-9,-32,-28,-26,-4,-9,-2
-8,-16,-8,12,0,-12,-32,-28,-26,-4,-9,-2
-8,-18,-10,13,1,-14,-31,-27,-24,-4,-8,-2
-8,-19,-11,13,1,-15,-29,-26,-23,-4,-8,-3
-9,-20,-11,14,1,-16,-27,-25,-23,-4,-9,-4
-10,-19,-9,14,-1,-14,-26,-25,-23,-4,-11,-5
-12,-21,-9,16,-2,-15,-26,-26,-25,-6,-13,-7
-11,-19,-8,15,-2,-14,-24,-25,-25,-7,-14,-9
-10,-20,-10,15,0,-15,-24,-25,-26,-8,-15,-10
-12,-23,-11,17,-1,-17,-24,-26,-28,-11,-16,-12
-15,-28,-13,21,-1,-21,-25,-28,-31,-15,-20,-15
-20,-36,-16,28,-2,-26,-26,-31,-35,-18,-23,-18
-25,-42,-17,33,-4,-30,-28,-34,-37,-20,-24,-20
-26,-43,-17,34,-5,-30,-28,-35,-38,-21,-26,-21
-25,-42,-17,33,-4,-30,-28,-35,-39,-20,-26,-21
-22,-40,-18,31,-2,-29,-28,-35,-39,-20,-26,-22
-20,-40,-20,30,0,-30,-29,-36,-39,-20,-27,-23
-21,-41,-20,31,-1,-31,-29,-36,-38,-20,-26,-23
-23,-43,-20,33,-2,-32,-29,-36,-38,-20,-26,-24
-22,-42,-20,32,-1,-31,-29,-34,-36,-20,-25,-23
-18,-39,-21,28,1,-30,-28,-33,-36,-19,-24,-21
-18,-39,-21,28,1,-30,-29,-32,-36,-20,-24,-20
-17,-39,-22,28,2,-31,-28,-32,-36,-20,-24,-19
-18,-39,-21,28,1,-30,-28,-32,-37,-21,-25,-19
-23,-42,-19,32,-2,-31,-28,-33,-38,-22,-26,-21
-26,-46,-20,36,-3,-33,-28,-34,-40,-22,-28,-22
-26,-44,-18,35,-4,-31,-27,-34,-38,-20,-26,-22
-26,-45,-19,35,-4,-32,-27,-34,-37,-20,-26,-22
-26,-47,-21,36,-3,-34,-28,-35,-37,-21,-26,-23
-26,-48,-22,37,-2,-35,-29,-35,-37,-21,-26,-24
-28,-49,-21,38,-4,-35,-29,-35,-37,-22,-27,-24
-30,-50,-20,40,-5,-35,-29,-35,-38,-22,-28,-24
-31,-50,-19,40,-6,-35,-29,-34,-38,-22,-28,-24
-28,-47,-19,37,-5,-33,-28,-34,-38,-22,-28,-24
-28,-47,-19,37,-5,-33,-28,-34,-39,-23,-28,-24
-28,-48,-20,38,-4,-34,-28,-34,-40,-22,-27,-24
-27,-47,-20,37,-4,-34,-28,-34,-39,-21,-27,-23
-26,-47,-21,36,-3,-34,-28,-33,-39,-21,-27,-23
-26,-47,-21,36,-3,-34,-28,-32,-39,-21,-26,-23
-28,-49,-21,38,-4,-35,-30,-32,-38,-20,-26,-23
-28,-51,-23,39,-3,-37,-30,-30,-36,-18,-24,-22
-26,-50,-24,38,-1,-37,-30,-29,-33,-15,-23,-21
-28,-51,-23,39,-3,-37,-30,-29,-30,-14,-22,-21
-30,-51,-21,40,-5,-36,-29,-26,-27,-12,-20,-20
-27,-45,-18,36,-5,-32,-27,-21,-22,-8,-17,-17
-27,-41,-14,34,-7,-28,-19,-8,-12,1,-12,-13
-28,-35,-7,31,-11,-21,-7,15,11,19,2,-1
-25,-25,0,25,-13,-13,6,45,42,46,23,16
-22,-14,8,18,-15,-3,18,68,72,78,50,37
-12,5,17,3,-14,11,32,86,103,118,84,67
-3,26,29,-11,-16,27,44,100,134,162,121,98
0,45,45,-22,-22,45,49,108,165,206,159,130
5,67,62,-36,-28,65,45,112,196,255,201,168
16,95,79,-55,-31,87,31,109,226,303,245,206
28,120,92,-74,-32,106,10,99,247,342,282,241
43,136,93,-89,-25,115,-10,88,265,369,309,266
57,145,88,-101,-15,117,-31,76,272,381,324,279
65,146,81,-105,-8,114,-61,50,258,368,317,276
64,135,71,-99,-3,103,-99,9,215,326,288,255
55,121,66,-88,-5,94,-136,-48,139,251,233,214
43,103,60,-73,-8,82,-168,-108,49,161,165,161
33,73,40,-53,-3,57,-188,-156,-29,84,103,112
26,41,15,-33,6,28,-199,-191,-89,22,54,71
16,12,-4,-14,10,4,-201,-209,-131,-23,13,36
8,-9,-17,0,12,-13,-194,-212,-153,-54,-15,9
0,-23,-23,11,11,-23,-181,-205,-159,-72,-35,-11
-8,-34,-26,21,9,-30,-165,-190,-157,-82,-48,-26
-14,-40,-26,27,6,-33,-147,-170,-145,-82,-53,-34
-18,-44,-26,31,4,-35,-127,-148,-129,-77,-53,-38
-20,-46,-26,33,3,-36,-108,-124,-111,-68,-51,-39
-21,-46,-25,33,2,-36,-90,-101,-92,-57,-47,-37
-25,-47,-22,36,-2,-35,-74,-82,-76,-47,-44,-36
-27,-47,-20,37,-4,-34,-59,-67,-64,-40,-41,-34
-27,-46,-19,36,-4,-33,-48,-55,-55,-35,-39,-33
-28,-47,-19,37,-5,-33,-40,-47,-49,-32,-36,-32
-30,-48,-18,39,-6,-33,-33,-39,-44,-29,-34,-31
-30,-47,-17,38,-7,-32,-28,-33,-41,-28,-32,-29
-29,-45,-16,37,-7,-31,-23,-28,-38,-26,-30,-28
-29,-44,-15,36,-7,-30,-20,-23,-36,-26,-29,-28
-32,-46,-14,39,-9,-30,-18,-20,-34,-25,-30,-29
-31,-42,-11,36,-10,-27,-14,-16,-31,-22,-29,-28
-26,-37,-11,31,-8,-24,-10,-13,-28,-19,-27,-26
-22,-33,-11,27,-6,-22,-8,-10,-25,-18,-26,-25
-19,-29,-10,24,-5,-20,-6,-8,-22,-16,-25,-24
-20,-30,-10,25,-5,-20,-5,-8,-21,-16,-25,-24
-24,-36,-12,30,-6,-24,-6,-8,-22,-17,-26,-25
-28,-40,-12,34,-8,-26,-6,-8,-22,-17,-26,-26
-30,-40,-10,35,-10,-25,-5,-8,-22,-17,-26,-24
-29,-39,-10,34,-10,-25,-4,-7,-22,-16,-25,-24
-30,-40,-10,35,-10,-25,-5,-7,-22,-16,-26,-24
-32,-41,-9,36,-12,-25,-5,-7,-21,-16,-27,-24
-33,-41,-8,37,-13,-25,-5,-6,-21,-16,-27,-25
-33,-42,-9,37,-12,-26,-5,-5,-21,-17,-27,-26
-34,-43,-9,38,-13,-26,-5,-5,-20,-17,-28,-26
-35,-43,-8,39,-14,-26,-5,-4,-20,-17,-28,-26
-33,-43,-10,38,-12,-27,-4,-4,-20,-17,-28,-27
-29,-38,-9,33,-10,-24,-2,-2,-18,-15,-26,-25
-26,-34,-8,30,-9,-21,0,-1,-16,-12,-24,-24
-27,-36,-9,31,-9,-23,0,-1,-16,-12,-24,-24
-29,-37,-8,33,-11,-23,0,-1,-16,-11,-24,-24
-27,-36,-9,31,-9,-23,0,0,-16,-11,-24,-25
-25,-34,-9,29,-8,-22,-1,1,-16,-11,-23,-24
-23,-32,-9,27,-7,-21,0,2,-15,-10,-22,-23
-22,-31,-9,26,-7,-20,0,4,-14,-10,-22,-23
-22,-32,-10,27,-6,-21,0,4,-13,-10,-22,-23
-23,-31,-8,27,-8,-20,1,3,-13,-9,-22,-23
-25,-33,-8,29,-9,-21,1,3,-13,-9,-23,-24
-26,-34,-8,30,-9,-21,1,3,-12,-9,-23,-23
-26,-36,-10,31,-8,-23,1,3,-12,-9,-23,-24
-28,-38,-10,33,-9,-24,1,4,-12,-9,-24,-24
-27,-37,-10,32,-9,-24,3,5,-11,-9,-23,-23
-26,-36,-10,31,-8,-23,4,7,-11,-9,-22,-23
-24,-34,-10,29,-7,-22,4,8,-10,-9,-22,-22
-23,-32,-9,27,-7,-21,5,8,-10,-10,-21,-22
-24,-32,-8,28,-8,-20,5,8,-10,-10,-21,-23
-24,-30,-6,27,-9,-18,5,8,-10,-10,-21,-22
-22,-29,-7,25,-8,-18,5,9,-8,-9,-20,-21
-22,-28,-6,25,-8,-17,6,10,-7,-8,-20,-20
-20,-27,-7,23,-7,-17,7,11,-5,-7,-19,-20
-18,-26,-8,22,-5,-17,9,13,-4,-6,-19,-19
-20,-29,-9,24,-6,-19,7,12,-4,-6,-19,-20
-26,-35,-9,30,-9,-22,5,12,-6,-8,-21,-22
-28,-36,-8,32,-10,-22,4,12,-7,-9,-21,-23
-25,-33,-8,29,-9,-21,5,14,-5,-7,-19,-22
-24,-31,-7,27,-9,-19,7,16,-4,-7,-18,-22
-25,-30,-5,27,-10,-18,8,18,-4,-6,-18,-21
-26,-29,-3,27,-12,-16,10,18,-4,-6,-18,-22
-27,-29,-2,28,-13,-16,10,18,-4,-6,-18,-22
-27,-32,-5,29,-11,-19,9,18,-4,-6,-19,-23
-29,-34,-5,31,-12,-20,9,18,-3,-6,-19,-23
-27,-34,-7,30,-10,-21,9,19,-1,-5,-18,-22
-25,-34,-9,29,-8,-22,9,19,0,-4,-18,-22
-25,-33,-8,29,-9,-21,9,20,0,-4,-17,-22
-24,-31,-7,27,-9,-19,10,22,0,-4,-16,-21
-23,-28,-5,25,-9,-17,11,24,1,-3,-16,-20
-21,-26,-5,23,-8,-16,12,25,2,-2,-15,-19
-19,-23,-4,21,-8,-14,13,27,4,-1,-14,-18
-19,-23,-4,21,-8,-14,13,28,6,-1,-14,-18
-21,-27,-6,24,-8,-17,12,28,6,-1,-15,-19
-24,-30,-6,27,-9,-18,12,28,5,-1,-15,-19
-28,-35,-7,31,-11,-21,11,28,4,-2,-16,-20
-25,-32,-7,28,-9,-20,12,30,6,0,-15,-19
-24,-28,-4,26,-10,-16,14,33,8,0,-14,-18
-24,-29,-5,26,-10,-17,15,34,9,1,-13,-19
-24,-29,-5,26,-10,-17,15,36,10,0,-13,-19
-24,-29,-5,26,-10,-17,15,37,12,0,-14,-18
-23,-29,-6,26,-9,-18,15,37,13,0,-14,-18
-22,-29,-7,25,-8,-18,16,38,13,0,-13,-17
-21,-27,-6,24,-8,-17,18,42,16,3,-11,-15
-19,-23,-4,21,-8,-14,21,45,18,6,-9,-14
-18,-22,-4,20,-7,-13,22,47,19,7,-9,-14
-18,-23,-5,20,-7,-14,22,48,19,7,-9,-15
-20,-24,-4,22,-8,-14,23,50,21,7,-9,-14
-20,-24,-4,22,-8,-14,23,51,22,8,-8,-14
-19,-24,-5,21,-7,-15,23,53,24,8,-7,-14
-19,-24,-5,21,-7,-15,23,54,26,9,-7,-13
-17,-22,-5,19,-6,-14,24,56,28,10,-5,-12
-17,-21,-4,19,-7,-13,25,60,30,12,-4,-10
-17,-19,-2,18,-8,-11,26,62,32,14,-3,-8
-17,-18,-1,17,-8,-10,26,64,34,14,-3,-8
-16,-16,0,16,-8,-8,27,66,36,15,-2,-7
-15,-14,1,14,-8,-7,29,70,39,18,0,-5
-12,-12,0,12,-6,-6,31,74,42,21,2,-2
-10,-11,-1,10,-5,-6,31,77,44,23,3,-2
-11,-12,-1,11,-5,-7,31,79,46,24,4,-2
-9,-12,-3,10,-3,-8,32,81,48,25,5,0
-8,-11,-3,9,-3,-7,33,83,51,26,6,0
-12,-12,0,12,-6,-6,33,84,53,27,6,1
-14,-12,2,13,-8,-5,35,87,56,28,7,1
-13,-10,3,11,-8,-4,36,90,59,29,8,2
-10,-6,4,8,-7,-1,38,93,62,31,10,3
-9,-5,4,7,-7,-1,38,96,64,33,12,3
-7,-4,3,5,-5,-1,38,99,65,33,12,3
-6,-4,2,5,-4,-1,38,102,67,35,12,4
-6,-4,2,5,-4,-1,38,105,69,37,13,5
-7,-5,2,6,-5,-2,38,107,72,39,14,6
-9,-6,3,7,-6,-2,38,109,75,42,16,8
-7,-4,3,5,-5,-1,39,111,78,44,18,9
-7,-3,4,5,-6,0,40,112,81,45,20,10
-10,-5,5,7,-8,0,39,113,82,46,21,10
-11,-5,6,8,-9,0,39,117,85,46,22,11
-9,-3,6,6,-8,1,41,120,88,49,25,13
-7,-2,5,4,-6,1,42,123,91,51,26,15
-5,0,5,2,-5,2,43,126,94,54,28,17
-3,2,5,0,-4,3,43,128,96,56,30,19
0,5,5,-2,-2,5,43,130,99,58,31,19
-1,5,6,-2,-3,5,42,131,101,60,32,20
-2,4,6,-1,-4,5,41,131,103,61,32,20
-4,4,8,0,-6,6,41,132,105,63,34,21
-3,4,7,0,-5,5,41,133,106,64,35,22
-4,4,8,0,-6,6,40,133,106,64,35,22
-2,7,9,-2,-5,8,40,134,108,66,36,23
0,10,10,-5,-5,10,41,134,109,67,37,25
-3,7,10,-2,-6,8,38,132,108,67,36,24
-2,7,9,-2,-5,8,38,131,108,67,37,25
0,9,9,-4,-4,9,37,130,107,67,37,26
0,10,10,-5,-5,10,37,129,107,68,38,26
0,11,11,-5,-5,11,35,127,106,68,38,26
1,12,11,-6,-5,12,34,126,106,68,38,27
3,14,11,-8,-4,13,33,124,105,69,39,28
5,15,10,-10,-2,13,31,121,104,69,39,28
7,16,9,-11,-1,13,30,118,102,69,40,29
8,17,9,-12,0,13,28,114,100,68,40,29
8,19,11,-13,-1,15,27,110,97,67,40,29
8,21,13,-14,-2,17,25,105,95,66,40,29
6,21,15,-13,-4,18,23,100,92,65,39,29
4,19,15,-11,-5,17,20,94,88,63,38,28
4,19,15,-11,-5,17,17,88,84,61,36,27
4,19,15,-11,-5,17,14,82,79,58,34,26
5,21,16,-13,-5,19,13,78,75,57,33,26
4,18,14,-11,-5,16,10,71,68,53,31,24
-1,13,14,-6,-7,13,7,63,60,48,27,20
-3,9,12,-3,-7,10,4,57,53,44,25,17
-6,6,12,0,-9,9,2,50,46,40,22,15
-7,5,12,1,-9,8,0,45,42,37,21,14
-7,4,11,1,-9,7,-1,41,38,34,19,12
-5,4,9,0,-7,6,-2,36,35,33,18,11
-4,6,10,-1,-7,8,-3,33,32,31,17,10
-3,6,9,-1,-6,7,-4,29,29,29,15,8
-4,4,8,0,-6,6,-7,25,24,26,12,6
-5,2,7,1,-6,4,-9,20,19,23,9,5
-7,0,7,3,-7,3,-9,16,15,20,7,4
-8,-2,6,5,-7,2,-10,12,10,17,5,2
-9,-4,5,6,-7,0,-12,9,6,14,3,1
-10,-5,5,7,-8,0,-12,6,3,11,2,0
-10,-6,4,8,-7,-1,-12,4,0,9,1,-2
-7,-5,2,6,-5,-2,-12,2,-2,7,0,-4
-4,-2,2,3,-3,0,-12,1,-4,6,-1,-5
-4,-3,1,3,-3,-1,-12,0,-7,5,-2,-6
-9,-8,1,8,-5,-4,-13,-4,-11,2,-5,-9
-12,-14,-2,13,-5,-8,-14,-8,-14,0,-8,-12
-12,-14,-2,13,-5,-8,-14,-10,-16,-2,-9,-13
-12,-13,-1,12,-6,-7,-13,-10,-16,-2,-9,-12
-15,-17,-2,16,-7,-10,-14,-12,-18,-6,-11,-14
-16,-19,-3,17,-7,-11,-16,-14,-20,-8,-12,-15
-15,-18,-3,16,-6,-11,-16,-14,-21,-9,-12,-15
-16,-21,-5,18,-6,-13,-16,-15,-23,-11,-13,-16
-17,-23,-6,20,-6,-15,-17,-16,-24,-12,-15,-17
-18,-23,-5,20,-7,-14,-16,-17,-25,-11,-15,-17
-18,-22,-4,20,-7,-13,-16,-18,-25,-11,-15,-17
-16,-21,-5,18,-6,-13,-16,-17,-26,-12,-16,-17
-14,-21,-7,17,-4,-14,-17,-18,-26,-12,-17,-18
-13,-21,-8,17,-3,-15,-17,-19,-28,-14,-19,-20
-12,-19,-7,15,-3,-13,-16,-19,-28,-15,-19,-20
-12,-18,-6,15,-3,-12,-15,-19,-29,-16,-19,-20
-13,-20,-7,16,-3,-14,-16,-20,-30,-17,-20,-21
-16,-22,-6,19,-5,-14,-17,-21,-31,-18,-21,-21
-18,-25,-7,21,-6,-16,-16,-22,-31,-19,-22,-22
-17,-26,-9,21,-4,-18,-16,-22,-31,-18,-21,-23
-15,-24,-9,19,-3,-17,-14,-21,-30,-17,-20,-22
-14,-23,-9,18,-3,-16,-12,-21,-29,-16,-20,-22
-13,-21,-8,17,-3,-15,-12,-20,-29,-16,-20,-22
-14,-22,-8,18,-3,-15,-13,-20,-29,-18,-21,-23
-18,-25,-7,21,-6,-16,-14,-21,-30,-19,-22,-24
-20,-26,-6,23,-7,-16,-14,-21,-32,-20,-23,-24
-19,-27,-8,23,-6,-18,-16,-22,-32,-21,-24,-25
-18,-26,-8,22,-5,-17,-15,-21,-32,-20,-24,-25
-17,-27,-10,22,-4,-19,-15,-21,-32,-21,-24,-25
-18,-29,-11,23,-4,-20,-15,-21,-33,-23,-26,-27
-18,-28,-10,23,-4,-19,-13,-21,-33,-23,-25,-27
-17,-26,-9,21,-4,-18,-11,-20,-32,-22,-24,-26
-17,-24,-7,20,-5,-16,-11,-19,-32,-22,-24,-26
-18,-26,-8,22,-5,-17,-13,-21,-33,-24,-25,-27
-19,-27,-8,23,-6,-18,-14,-22,-34,-24,-27,-27
-20,-30,-10,25,-5,-20,-15,-23,-35,-24,-27,-28
-19,-30,-11,24,-4,-21,-15,-22,-35,-23,-27,-28
-18,-27,-9,22,-5,-18,-14,-21,-35,-23,-27,-28
-19,-28,-9,23,-5,-19,-15,-22,-35,-23,-28,-28
-19,-27,-8,23,-6,-18,-14,-21,-35,-24,-28,-28
-19,-26,-7,22,-6,-17,-12,-20,-34,-25,-28,-28
-19,-25,-6,22,-7,-16,-11,-19,-34,-25,-28,-28
-21,-27,-6,24,-8,-17,-11,-19,-34,-26,-28,-28
-19,-24,-5,21,-7,-15,-9,-18,-33,-24,-27,-26
-18,-23,-5,20,-7,-14,-9,-18,-34,-24,-27,-26
-17,-21,-4,19,-7,-13,-10,-18,-34,-23,-26,-25
-14,-19,-5,16,-5,-12,-10,-17,-35,-23,-26,-25
-15,-20,-5,17,-5,-13,-10,-17,-36,-23,-27,-25
-19,-24,-5,21,-7,-15,-11,-17,-36,-24,-28,-26
-22,-26,-4,24,-9,-15,-12,-18,-37,-26,-29,-27
-23,-28,-5,25,-9,-17,-13,-18,-36,-26,-29,-28
-24,-28,-4,26,-10,-16,-13,-19,-36,-26,-29,-28
-24,-29,-5,26,-10,-17,-13,-19,-36,-25,-29,-27
-21,-25,-4,23,-9,-15,-13,-19,-35,-23,-27,-26
-17,-21,-4,19,-7,-13,-12,-18,-34,-22,-26,-25
-17,-20,-3,18,-7,-12,-12,-18,-34,-22,-26,-25
-17,-20,-3,18,-7,-12,-12,-18,-33,-22,-26,-25
-16,-18,-2,17,-7,-10,-11,-17,-33,-22,-25,-24
-13,-15,-2,14,-6,-9,-10,-15,-32,-22,-24,-23
-13,-16,-3,14,-5,-10,-10,-15,-32,-22,-24,-23
-15,-18,-3,16,-6,-11,-10,-16,-32,-21,-24,-23
-18,-21,-3,19,-8,-12,-11,-17,-32,-21,-24,-23
-20,-22,-2,21,-9,-12,-11,-17,-33,-21,-24,-23
-21,-24,-3,22,-9,-14,-12,-18,-33,-22,-25,-23
-20,-22,-2,21,-9,-12,-13,-17,-33,-21,-24,-22
-18,-20,-2,19,-8,-11,-12,-15,-32,-20,-22,-21
-17,-20,-3,18,-7,-12,-12,-16,-33,-20,-22,-22
-15,-20,-5,17,-5,-13,-13,-16,-33,-21,-23,-23
-13,-18,-5,15,-4,-12,-11,-15,-31,-19,-22,-22
-11,-15,-4,13,-4,-10,-10,-14,-29,-18,-20,-21
-11,-13,-2,12,-5,-8,-10,-14,-28,-16,-19,-20
-11,-12,-1,11,-5,-7,-10,-14,-27,-15,-18,-19
-12,-12,0,12,-6,-6,-10,-15,-27,-15,-18,-19
-14,-14,0,14,-7,-7,-11,-15,-28,-14,-18,-18
-15,-16,-1,15,-7,-9,-12,-15,-28,-13,-18,-18
-15,-16,-1,15,-7,-9,-11,-13,-27,-12,-17,-17
-14,-16,-2,15,-6,-9,-11,-13,-27,-12,-16,-17
-15,-18,-3,16,-6,-11,-13,-14,-29,-14,-16,-17
-14,-16,-2,15,-6,-9,-12,-14,-28,-13,-16,-16
-14,-16,-2,15,-6,-9,-11,-15,-28,-13,-16,-17
-14,-15,-1,14,-7,-8,-12,-16,-27,-13,-15,-17
-13,-13,0,13,-7,-7,-11,-17,-26,-12,-15,-17
-11,-10,1,10,-6,-5,-10,-16,-24,-10,-13,-15
-8,-6,2,7,-5,-2,-10,-15,-22,-9,-12,-14
-4,-3,1,3,-3,-1,-10,-13,-21,-7,-12,-12
-2,-3,-1,2,-1,-2,-11,-13,-21,-7,-11,-12
-7,-8,-1,7,-3,-5,-14,-15,-23,-9,-13,-14
-11,-14,-3,12,-4,-9,-16,-17,-26,-11,-15,-15
-11,-15,-4,13,-4,-10,-18,-17,-27,-12,-15,-16
-11,-14,-3,12,-4,-9,-16,-16,-25,-11,-14,-15
-14,-15,-1,14,-7,-8,-16,-16,-25,-11,-14,-16
-16,-18,-2,17,-7,-10,-16,-19,-26,-11,-15,-17
-19,-21,-2,20,-9,-12,-15,-20,-27,-11,-16,-18
-21,-23,-2,22,-10,-13,-15,-21,-27,-11,-17,-17
-21,-22,-1,21,-10,-12,-16,-21,-27,-11,-17,-17
-17,-18,-1,17,-8,-10,-16,-20,-27,-11,-17,-16
-14,-15,-1,14,-7,-8,-16,-19,-26,-11,-16,-15
-11,-12,-1,11,-5,-7,-16,-19,-26,-11,-15,-15
-7,-11,-4,9,-2,-8,-16,-19,-25,-11,-14,-15
-8,-12,-4,10,-2,-8,-16,-19,-25,-11,-14,-15
-12,-16,-4,14,-4,-10,-17,-20,-26,-12,-15,-15
-14,-18,-4,16,-5,-11,-17,-21,-27,-12,-15,-16
-16,-19,-3,17,-7,-11,-15,-21,-26,-11,-14,-15
-16,-19,-3,17,-7,-11,-14,-20,-25,-10,-14,-15
-12,-15,-3,13,-5,-9,-14,-20,-25,-9,-14,-14
-9,-11,-2,10,-4,-7,-14,-20,-25,-9,-14,-15
-8,-10,-2,9,-3,-6,-14,-20,-26,-10,-14,-15
-8,-10,-2,9,-3,-6,-14,-20,-26,-10,-14,-15
-7,-12,-5,9,-1,-9,-15,-21,-27,-11,-14,-15
-5,-10,-5,7,0,-8,-14,-19,-26,-9,-14,-15
-4,-8,-4,6,0,-6,-14,-18,-25,-8,-13,-15
-3,-8,-5,5,1,-7,-14,-19,-26,-8,-13,-15
-7,-13,-6,10,-1,-10,-15,-20,-27,-9,-15,-16
-9,-15,-6,12,-2,-11,-16,-21,-27,-9,-16,-17
-13,-17,-4,15,-5,-11,-15,-22,-27,-9,-16,-18
-15,-18,-3,16,-6,-11,-16,-23,-28,-11,-17,-19
-15,-18,-3,16,-6,-11,-17,-24,-28,-12,-17,-20
